\\vanilla roadsTXT. Please ONLY use the roads you need for custom paths, because otherwise load times will be significantly increased and interactions between mods may cause errors and strange behaviour!
\\see here for node positions: https://docs.google.com/spreadsheets/d/1rKWC1aZMPbMLxb9Mx5QbHE-SLYjG2CAybgqgQ87b2eo/view
\\node_from-node_to|(x1,y1),(x2,y2),(x3,y3),(x4,y4),... [etc]
ol2_15-ol2_18|(1.125454,0.9106193),(2.000507,1.318914),(2.761072,2.042854)
ol2_15-ol2_22|(1.133108,0.9871584),(2.398511,0.2167484),(3.725467,0.1370267)
ol2_16-ol2_19|(0.5694242,-1.290124),(1.50789,-1.609587),(2.552323,-2.009578)
ol2_17-ol2_19|(1.074583,-3.111759),(1.768124,-2.528058),(2.537015,-1.917731)
ol2_17-ol2_20|(1.051621,-3.058182),(2.181436,-3.387852),(3.279445,-3.371976)
ol2_18-ol2_21|(2.531384,1.998747),(3.440625,1.90277),(4.609519,1.746903)
ol2_19-ol2_23|(2.339732,-1.958313),(3.857751,-2.133207),(5.049192,-2.086147)
ol2_20-ol2_23|(3.155451,-3.332416),(4.187248,-3.981571),(4.751006,-3.620447),(4.997614,-2.073253)
ol2_21-ol2_24|(4.368616,1.801252),(5.020598,1.514193),(5.784175,1.154807)
ol2_22-ol2_25|(3.472645,0.170383),(4.406506,0.1695896),(5.396894,0.1260923)
ol2_23-ol2_28|(4.837163,-2.115628),(5.54951,-1.762001),(6.203034,-1.158681)
ol2_24-ol2_26|(5.615047,1.232654),(6.496499,0.6731122),(7.157241,-0.1077645)
ol2_25-ol2_26|(5.150838,0.1237113),(6.15479,0.1315354),(7.215267,-0.06908041)
ol2_26-ol2_27|(6.899101,-0.07928818),(7.651644,0.152205),(8.677474,1.170856)
ol2_28-ol2_26|(6.031039,-1.253995),(6.809712,-0.6184393),(7.146686,0.02370563)
ol2_19-ol2_29|(2.339732,-1.958313),(3.265467,-1.6413),(3.834606,-0.9106045)
ol2_29-ol2_22|(3.740699,-1.11637),(3.694824,-0.4478856),(3.676713,0.2078532)
ol2_14-ol2_30|(1.022348,2.700611),(1.399973,3.344203),(2.274451,3.572588)
ol2_30-ol2_18|(2.253003,3.623058),(2.317504,3.082077),(2.786816,1.901608)
ol3_0-ol3_1|(-7.661834,0.1998873),(-6.522935,1.427594)
ol3_0-ol3_2|(-7.556422,0.1998873),(-4.861812,0.1563083)
ol3_0-ol3_3|(-7.696474,0.2058775),(-7.103426,-1.060847),(-6.16689,-1.922377)
ol3_1-ol3_4|(-6.611176,1.360747),(-5.712017,2.139392),(-4.611644,2.881678)
ol3_2-ol3_5|(-5.157136,0.1429882),(-3.230306,0.08265173)
ol3_3-ol3_6|(-6.289152,-1.824996),(-5.102471,-2.713977),(-4.013598,-3.27129)
ol3_4-ol3_7|(-4.835526,2.845911),(-3.529509,3.348855),(-2.659824,4.013333)
ol3_4-ol3_8|(-4.755431,2.892633),(-3.683024,2.714771),(-2.259348,2.771859)
ol3_4-ol3_9|(-4.78213,2.926006),(-3.936659,2.180709),(-3.160418,1.637179)
ol3_5-ol3_10|(-3.536586,0.07482564),(-1.799098,0.1212612)
ol3_6-ol3_11|(-4.173941,-3.213492),(-3.201241,-2.749958),(-2.448798,-2.049771)
ol3_6-ol3_12|(-4.173941,-3.213492),(-2.995354,-3.295557),(-2.09879,-3.459961)
ol3_7-ol3_13|(-2.827736,3.93876),(-1.699623,3.882572),(-0.385175,3.644814)
ol3_8-ol3_13|(-2.582366,2.775523),(-1.327024,3.128286),(-0.3760872,3.699341)
ol3_9-ol3_14|(-3.385326,1.725497),(-2.160868,1.470893),(-1.024632,1.26987)
ol3_10-ol3_14|(-2.076834,0.08419633),(-1.415671,0.743871),(-1.070071,1.35166)
ol3_10-ol3_15|(-1.995044,0.1750739),(-1.706478,-0.5556782),(-0.9246671,-1.265614)
ol3_11-ol3_15|(-2.622096,-2.15138),(-1.924584,-1.691642),(-0.8792285,-1.156561)
ol3_12-ol3_16|(-2.403991,-3.42366),(-1.642865,-3.618237),(-0.7883514,-3.728384)
ol3_13-ol3_17|(-0.6713355,3.665933),(0.5009605,3.709083),(1.674382,3.61798)
ol3_13-ol3_18|(-0.5985923,3.760499),(-0.009613215,3.014073),(0.8336232,2.544155)
ol3_14-ol3_18|(-1.302459,1.276265),(-0.2510493,1.836549),(0.833278,2.614268)
ol3_14-ol3_19|(-1.302459,1.276265),(-0.2609661,1.201885),(0.6051955,1.116856)
ol3_15-ol3_20|(-1.11205,-1.258548),(0.144127,-0.5724226),(0.6880033,-0.2991569)
ol3_15-ol3_21|(-1.153454,-1.150898),(-0.3905958,-1.544646),(0.4478608,-1.996717)
ol3_16-ol3_21|(-0.9826811,-3.770419),(-0.0596225,-2.944387),(0.4195639,-1.897678)
ol3_17-ol3_23|(1.366853,3.632276),(1.921768,3.306944),(2.941676,2.67198)
ol3_18-ol3_23|(0.637352,2.584988),(1.808423,2.588567),(2.966864,2.722355)
ol3_19-ol3_24|(0.3237889,1.165243),(1.494859,0.7333175),(2.444259,0.1267483)
ol3_20-ol3_24|(0.4195998,-0.3154721),(1.494859,-0.1115612),(2.479099,0.1877189)
ol3_21-ol3_22|(0.2113497,-1.912057),(0.9494421,-2.065591),(1.923765,-2.261699)
ol3_22-ol3_25|(1.629434,-2.239307),(2.89311,-2.521758),(4.393017,-2.301366)
ol3_23-ol3_26|(2.742851,2.758572),(3.577395,2.040091),(4.563826,1.651343)
ol3_24-ol3_27|(2.227184,0.1802387),(3.200562,-0.2796665),(4.454742,-0.3419067)
ol3_25-ol3_29|(4.180767,-2.308845),(5.104562,-1.677917),(5.843076,-0.95674)
ol3_26-ol3_28|(4.369863,1.728896),(5.160179,1.49221),(5.772641,1.063808)
ol3_27-ol3_29|(4.191363,-0.3139341),(5.100679,-0.5208702),(5.881649,-1.062766)
ol3_28-ol3_30|(5.559858,1.163644),(6.459258,0.4311267),(7.190644,-0.1306027)
ol3_29-ol3_30|(5.659024,-0.9981817),(6.617924,-0.4415371),(7.200561,-0.001686394)
ol3_30-ol3_31|(6.907048,-0.07642527),(7.664789,0.1829467),(8.712451,1.189366)
ol3_22-ol3_32|(1.772687,-2.209148),(1.459581,-2.95893),(2.846646,-3.42599)
ol3_32-ol3_25|(2.58248,-3.388148),(3.40933,-2.888439),(4.384678,-2.251332)
ol3_23-ol3_33|(2.711521,2.664583),(3.671096,3.005656),(4.319014,3.66135)
ol3_33-ol3_26|(4.203995,3.604779),(5.014932,3.353133),(4.879753,2.447431),(4.412717,1.602811)
ol4_0-ol4_1|(-7.661834,0.1998873),(-6.92221,1.19302),(-6.148615,1.776959)
ol4_0-ol4_2|(-7.556422,0.1998873),(-5.657915,0.3596165)
ol4_0-ol4_3|(-7.696474,0.2058775),(-7.165571,-0.7439038),(-6.222821,-1.288491)
ol4_1-ol4_4|(-6.292442,1.678818),(-5.366408,2.5262),(-4.691502,2.946273)
ol4_2-ol4_5|(-5.877443,0.3517108),(-4.793048,0.6081935),(-3.465697,0.553977)
ol4_3-ol4_6|(-6.477338,-1.248007),(-5.481816,-1.18038),(-4.276666,-1.334579)
ol4_3-ol4_7|(-6.447585,-1.195939),(-5.883482,-2.303557),(-4.767222,-2.831494)
ol4_4-ol4_8|(-4.907239,2.938007),(-3.978324,3.023308),(-2.841726,2.940351)
ol4_5-ol4_9|(-3.709467,0.4949533),(-3.244942,1.105232),(-2.640247,1.570297)
ol4_5-ol4_10|(-3.725585,0.5755447),(-2.841985,0.3476725),(-1.657032,-0.1946555)
ol4_6-ol4_11|(-4.58884,-1.27776),(-3.699333,-1.653861),(-2.665647,-2.054289)
ol4_7-ol4_11|(-4.951501,-2.712284),(-3.763806,-3.467164),(-3.165952,-3.23345),(-2.762676,-2.005934)
ol4_8-ol4_13|(-3.02567,2.98964),(-2.105361,2.680413),(-0.8375616,2.513149)
ol4_9-ol4_13|(-2.779551,1.499971),(-1.920001,2.115915),(-0.8053373,2.52154)
ol4_10-ol4_15|(-1.859842,-0.1321892),(-0.9484771,-0.5784445),(0.4770741,-0.2246335)
ol4_11-ol4_12|(-2.899403,-2.027858),(-1.926887,-2.168361),(-1.072075,-2.405673)
ol4_11-ol4_10|(-2.827658,-2.045794),(-2.186963,-1.119089),(-1.807462,-0.1098298)
ol4_12-ol4_15|(-1.271694,-2.435622),(-0.1971827,-1.639271),(0.3882287,-0.2305201)
ol4_12-ol4_16|(-1.240716,-2.358177),(-0.1274821,-2.615079),(1.315773,-2.689432)
ol4_13-ol4_14|(-0.9121162,2.500275),(-0.9192029,1.875603),(-0.4292808,1.236166)
ol4_13-ol4_17|(-1.10576,2.510467),(-0.05290216,2.874589),(0.9058411,3.417204)
ol4_13-ol4_19|(-1.047072,2.549592),(-0.02681869,2.268175),(0.808028,1.969496)
ol4_14-ol4_15|(-0.6288693,1.333706),(-0.1971976,0.6418308),(0.4053142,-0.276408)
ol4_15-ol4_21|(0.3300227,-0.2530322),(1.210116,0.1477323),(2.014883,0.7786859)
ol4_15-ol4_23|(0.271335,-0.2073863),(1.425304,-0.5043528),(2.719135,-1.340591)
ol4_16-ol4_24|(1.092249,-2.685616),(2.362385,-2.703782),(3.811105,-2.525494)
ol4_17-ol4_18|(0.7452646,3.394145),(1.722241,3.365756),(2.709808,3.388319)
ol4_17-ol4_20|(0.7607536,3.425123),(1.427951,2.606798),(2.411847,1.766055)
ol4_18-ol4_25|(2.559377,3.430002),(3.255121,2.779671),(4.487289,2.27197)
ol4_19-ol4_20|(0.5594945,2.013045),(1.398728,1.829054),(2.496375,1.832534)
ol4_20-ol4_25|(2.270801,1.80066),(3.255121,2.187826),(4.487289,2.27197)
ol4_21-ol4_20|(1.848433,0.7047868),(2.159247,1.422998),(2.421112,1.838187)
ol4_21-ol4_22|(1.825603,0.7618632),(2.661523,0.7494919),(3.619723,0.6281599)
ol4_22-ol4_27|(3.304136,0.6293708),(4.251431,0.7393003),(5.423656,0.7606521)
ol4_23-ol4_24|(2.505062,-1.288407),(3.178388,-1.749245),(3.745601,-2.59546)
ol4_24-ol4_26|(3.536391,-2.570843),(4.43392,-2.565341),(5.288111,-2.478875)
ol4_25-ol4_27|(4.30043,2.305757),(4.779262,1.526838),(5.389223,0.7314255)
ol4_26-ol4_28|(5.081616,-2.503329),(5.909335,-2.08549),(6.184177,-0.9807825)
ol4_27-ol4_29|(5.190875,0.8016713),(6.352985,0.3812341),(7.15456,-0.07971293)
ol4_28-ol4_29|(6.090746,-1.043719),(6.757275,-0.525159),(7.07631,0.005057648)
ol4_29-ol4_30|(6.912651,-0.04162943),(7.581642,0.117384),(8.672831,1.198774)
ol5_0-ol5_1|(-7.702744,0.1856498),(-6.749759,0.9120504),(-5.974792,1.850345)
ol5_0-ol5_2|(-7.702744,0.1983006),(-5.175604,0.6015564)
ol5_0-ol5_3|(-7.715394,0.1940836),(-5.40732,-0.5427365)
ol5_0-ol5_4|(-7.65214,0.2362533),(-7.232294,-0.7567166),(-6.274986,-1.566387)
ol5_1-ol5_5|(-6.022489,1.758598),(-5.046377,2.71929)
ol5_2-ol5_7|(-5.246392,0.552375),(-3.082758,1.372808)
ol5_2-ol5_8|(-5.257951,0.6101689),(-3.848609,0.1602262),(-3.140553,-1.089218)
ol5_3-ol5_8|(-5.433403,-0.5229403),(-3.129531,-1.114443)
ol5_4-ol5_9|(-6.386266,-1.511094),(-4.694715,-2.790948)
ol5_4-ol5_27|(-6.386266,-1.511094),(-6.372263,-3.093867)
ol5_5-ol5_6|(-5.087432,2.703005),(-3.176264,3.775903)
ol5_6-ol5_11|(-5.393589,3.716491),(-2.616735,3.12136)
ol5_6-ol5_12|(-5.435889,3.77994),(-4.351002,2.973313),(-3.490918,2.155528)
ol5_7-ol5_12|(-5.372475,1.330576),(-3.52465,2.202888)
ol5_7-ol5_14|(-5.372475,1.351197),(-3.366319,0.1330815)
ol5_8-ol5_16|(-5.414704,-1.100931),(-2.985414,-1.926963)
ol5_9-ol5_10|(-7.013984,-2.774151),(-5.170639,-2.72934)
ol5_10-ol5_16|(-5.437796,-2.708153),(-4.06239,-2.380702),(-2.99404,-1.856153)
ol5_10-ol5_17|(-5.367142,-2.699735),(-3.533087,-3.510088)
ol5_11-ol5_13|(-2.77328,3.150467),(-1.678716,2.526036),(-1.213098,2.108794)
ol5_11-ol5_28|(-2.77328,3.150467),(-1.454254,3.404032),(-0.4955839,3.374219)
ol5_12-ol5_11|(-3.587678,2.181333),(-2.584161,3.221452)
ol5_12-ol5_15|(-3.638682,2.26943),(-2.537293,1.136241),(-1.874246,-0.07857481)
ol5_13-ol5_19|(-1.483239,2.212443),(-0.2798889,1.704497),(0.6873045,1.625873)
ol5_14-ol5_15|(-3.55551,0.1762054),(-1.833578,-0.1025563)
ol5_15-ol5_19|(-2.018629,-0.06023791),(-0.6515336,0.7584743),(0.6765189,1.653536)
ol5_15-ol5_21|(-2.018629,-0.06023791),(0.6651244,-0.2835451)
ol5_16-ol5_15|(-3.108895,-1.886106),(-2.41403,-1.001531),(-1.934639,-0.08504811)
ol5_16-ol5_18|(-3.162961,-1.824317),(-2.444657,-2.357252),(-1.465559,-3.180209)
ol5_17-ol5_18|(-3.688173,-3.45607),(-1.326532,-3.127367)
ol5_18-ol5_30|(-1.681488,-3.152307),(-0.1948793,-2.656553),(0.7490654,-2.214512)
ol5_18-ol5_29|(-1.62229,-3.096492),(-0.07501651,-3.364506),(1.589973,-3.36271)
ol5_19-ol5_20|(0.5194442,1.6448),(1.967826,1.094337)
ol5_20-ol5_23|(1.815622,1.168181),(3.497968,0.4740212)
ol5_21-ol5_20|(0.3883309,-0.314146),(1.944109,1.172012)
ol5_21-ol5_22|(0.4727502,-0.1993955),(1.401335,-1.238779),(2.657426,-1.729518)
ol5_22-ol5_24|(2.392407,-1.7592),(3.821784,-0.9688938)
ol5_23-ol5_25|(3.240636,0.54221),(5.117946,-0.1150838)
ol5_24-ol5_25|(3.712287,-1.049489),(4.456206,-0.4427468),(5.131032,-0.06840292)
ol5_25-ol5_26|(4.811988,-0.1117898),(5.491237,0.1243602),(6.556155,1.145476)
ol5_27-ol5_9|(-6.513252,-3.053075),(-4.636608,-2.754582)
ol5_28-ol5_19|(-0.5496932,3.459249),(-0.2921627,2.400344),(0.6053448,1.596038)
ol5_29-ol5_22|(1.373407,-3.461187),(2.3171,-2.541882),(2.568223,-1.675716)
ol5_30-ol5_22|(0.5967305,-2.242465),(1.658973,-2.05306),(2.62672,-1.701715)
ol6_0-ol6_1|(-7.636279,0.1932427),(-6.839387,1.127235),(-5.876123,1.579159)
ol6_0-ol6_2|(-7.711007,0.2226297),(-4.730065,0.2119981)
ol6_0-ol6_3|(-7.688683,0.3161332),(-7.131715,-0.5321716),(-6.136751,-1.2533)
ol6_1-ol6_4|(-6.030585,1.526644),(-4.319086,1.720661)
ol6_2-ol6_5|(-4.942067,0.2204216),(-2.677936,0.6488891)
ol6_2-ol6_6|(-4.942067,0.2372313),(-3.716214,-0.4155625),(-2.623012,-0.5830573)
ol6_3-ol6_7|(-6.292819,-1.16142),(-5.430999,-2.053709),(-4.481493,-2.470278)
ol6_4-ol6_10|(-4.497024,1.653736),(-3.298413,2.136979),(-2.338963,2.67966)
ol6_5-ol6_11|(-2.889853,0.6613885),(-1.712814,1.101485),(-1.049487,1.658127)
ol6_5-ol6_12|(-2.889853,0.6613885),(-1.826055,0.4399289),(-1.007767,-0.153728)
ol6_6-ol6_12|(-2.89702,-0.5784391),(-1.826055,-0.4415672),(-0.9791005,-0.07489504)
ol6_7-ol6_8|(-4.718557,-2.347179),(-3.475999,-2.909883)
ol6_7-ol6_9|(-4.718557,-2.347179),(-4.888351,-3.332269),(-4.518764,-4.031845)
ol6_8-ol6_14|(-3.650705,-2.82178),(-2.828152,-3.22377),(-1.282848,-3.244439)
ol6_9-ol6_14|(-4.627845,-3.933038),(-3.450839,-4.229649),(-1.359487,-3.158221)
ol6_10-ol6_11|(-2.52641,2.672717),(-1.91244,2.066154),(-1.046728,1.574652)
ol6_10-ol6_16|(-2.578911,2.585941),(-1.508157,2.915534),(-0.1900254,3.088486)
ol6_11-ol6_16|(-1.287872,1.524498),(-0.5968772,2.291746),(-0.2763631,3.137033)
ol6_11-ol6_17|(-1.194706,1.639164),(-0.1525459,0.7724196),(1.214297,0.9727092)
ol6_12-ol6_13|(-1.114521,-0.04961789),(-0.462355,-0.667774),(0.3602286,-1.137342)
ol6_12-ol6_17|(-1.215842,-0.1211386),(0.1153971,0.2785679),(1.256163,0.9810824)
ol6_13-ol6_18|(0.1349106,-1.117438),(1.188335,-0.9093276),(2.396606,-0.5139258)
ol6_13-ol6_19|(0.1349106,-1.090546),(1.006319,-1.599073),(2.214143,-2.726301)
ol6_14-ol6_13|(-1.422508,-3.183851),(-0.6227664,-1.941857),(0.2550286,-1.07629)
ol6_14-ol6_15|(-1.422508,-3.183851),(-0.5511,-3.231851),(0.4055279,-3.211947)
ol6_15-ol6_19|(0.1684031,-3.242463),(1.232395,-2.963908),(2.256009,-2.701181)
ol6_16-ol6_20|(-0.4121658,3.093323),(1.043415,2.997259),(2.112907,2.927032)
ol6_17-ol6_18|(0.9927704,0.9357526),(1.661604,0.4586397),(2.370456,-0.6832565)
ol6_17-ol6_20|(1.043996,0.8928998),(1.75206,1.990317),(2.015887,2.988146)
ol6_18-ol6_22|(2.132487,-0.5539196),(3.175888,-0.2291142),(3.904208,0.3336334)
ol6_18-ol6_23|(2.144343,-0.5184767),(3.353253,-0.9196407),(4.202255,-1.288756)
ol6_19-ol6_24|(2.177481,-2.688481),(3.758606,-2.648593),(5.34386,-2.074644)
ol6_19-ol6_31|(2.120141,-2.719495),(3.081218,-3.503752),(4.563062,-3.478608)
ol6_20-ol6_30|(1.845661,2.949407),(2.733456,2.867213),(3.541221,2.607332)
ol6_21-ol6_25|(3.857541,1.607234),(4.81708,1.306452),(5.665174,1.521499)
ol6_22-ol6_26|(3.750821,0.3149049),(4.641098,0.1407701),(5.55993,0.1806926)
ol6_23-ol6_24|(3.991968,-1.234689),(4.538289,-1.632039),(5.320027,-2.102528)
ol6_24-ol6_27|(5.210138,-2.132288),(5.745773,-1.621354),(6.163215,-1.087386)
ol6_25-ol6_28|(5.475555,1.555105),(6.398442,0.9953064),(7.215607,-0.1360654)
ol6_26-ol6_28|(5.267013,0.133231),(6.260023,0.05844566),(7.211267,-0.1003187)
ol6_27-ol6_28|(6.082221,-1.174893),(6.620049,-0.4640959),(7.214419,-0.05411053)
ol6_28-ol6_29|(6.969969,-0.08037949),(7.740936,0.2675442),(8.732605,1.175443)
ol6_30-ol6_21|(3.313402,2.677573),(3.967985,2.364832),(4.080934,1.497581)
ol6_31-ol6_24|(4.370836,-3.545215),(4.798082,-2.887038),(5.374018,-2.07118)
ol7_0-ol7_1|(-7.721544,0.1670662),(-6.31997,1.751971)
ol7_0-ol7_2|(-7.687364,0.2166821),(-6.269853,0.005973637),(-5.073707,-0.130768)
ol7_0-ol7_3|(-7.674867,0.2282021),(-7.020896,-0.772457),(-6.401442,-1.534509)
ol7_1-ol7_29|(-6.459831,1.616795),(-5.925933,2.226047),(-5.43469,2.681826)
ol7_1-ol7_5|(-6.435576,1.752574),(-5.244358,1.45398),(-3.669899,0.7284522)
ol7_2-ol7_5|(-5.310248,-0.1244004),(-4.49483,0.466253),(-3.655534,0.7749501)
ol7_2-ol7_6|(-5.245983,-0.06472605),(-4.761069,-0.7134628),(-3.779531,-1.206238)
ol7_3-ol7_6|(-6.624716,-1.466201),(-5.191411,-1.57733),(-3.761169,-1.178696)
ol7_3-ol7_30|(-6.580791,-1.382773),(-6.111114,-1.928242),(-5.538199,-2.512475)
ol7_4-ol7_8|(-3.519372,3.495359),(-2.339552,3.233193),(-0.8956599,3.190382)
ol7_4-ol7_9|(-3.519372,3.495359),(-3.156336,2.592453),(-2.423577,1.944109)
ol7_5-ol7_9|(-3.910656,0.7701902),(-3.156336,1.360751),(-2.414397,2.026735)
ol7_6-ol7_10|(-3.98875,-1.192602),(-2.502584,-0.8577188),(-1.396258,-0.5775547)
ol7_7-ol7_10|(-3.188596,-3.2945),(-2.227904,-2.226029),(-1.396258,-0.5775547)
ol7_7-ol7_11|(-3.188596,-3.2945),(-2.145239,-2.903884),(-0.8711132,-2.838893)
ol7_8-ol7_12|(-1.094023,3.146931),(-0.1231588,3.656896),(0.7806526,4.030507)
ol7_8-ol7_13|(-1.103203,3.183654),(-0.4169407,2.963754),(0.6429424,2.915054)
ol7_9-ol7_8|(-2.582502,1.915708),(-1.862086,2.587007),(-0.9220783,3.212656)
ol7_9-ol7_14|(-2.582502,2.028944),(-1.607307,1.407472),(-0.5257546,0.9007682)
ol7_10-ol7_14|(-1.502735,-0.6493492),(-0.910241,0.3794763),(-0.6098791,1.011812)
ol7_10-ol7_16|(-1.607418,-0.614455),(-0.7183226,-0.6266408),(0.3298085,-0.6587431)
ol7_10-ol7_17|(-1.474298,-0.5501902),(-0.7963585,-1.260108),(0.6050705,-2.718463)
ol7_11-ol7_17|(-1.160174,-2.856525),(-0.3169075,-2.624069),(0.6546692,-2.67713)
ol7_12-ol7_20|(0.5562796,4.067286),(1.829457,3.416929),(3.126613,2.354881)
ol7_13-ol7_20|(0.3309653,2.933675),(1.723841,2.69874),(3.126613,2.354881)
ol7_14-ol7_15|(-0.7675498,0.9287592),(0.3151506,1.204725),(1.40162,1.538472)
ol7_15-ol7_20|(1.105483,1.448009),(2.244881,1.734113),(3.105489,2.41825)
ol7_16-ol7_21|(0.05189383,-0.6686614),(1.314685,-0.6200987),(2.42208,-0.4957304)
ol7_17-ol7_18|(0.3415873,-2.662236),(1.273889,-2.600792),(2.309885,-2.559962)
ol7_17-ol7_19|(0.3627105,-2.648142),(0.9189109,-2.031804),(1.516655,-1.566087)
ol7_18-ol7_24|(2.022306,-2.613798),(3.214235,-2.120242),(4.266902,-1.387772)
ol7_19-ol7_21|(1.43201,-1.676834),(1.780243,-1.034714),(2.35099,-0.4559823)
ol7_20-ol7_22|(2.856284,2.391044),(4.111374,2.299229),(5.246368,1.947732)
ol7_20-ol7_23|(2.98489,2.44463),(3.329021,1.870543),(3.971027,1.229682)
ol7_21-ol7_24|(2.256124,-0.4597193),(3.14683,-1.108827),(4.324693,-1.460324)
ol7_22-ol7_25|(5.132542,2.020154),(5.399534,1.444332),(5.666352,0.791822)
ol7_23-ol7_25|(3.771681,1.354201),(4.79728,1.010014),(5.677933,0.8207765)
ol7_24-ol7_26|(4.101347,-1.4562),(4.731346,-0.9514977),(5.513101,-0.8193114)
ol7_25-ol7_27|(5.523432,0.8640445),(6.46351,0.3856553),(7.211676,-0.02342996)
ol7_26-ol7_27|(5.212477,-0.8685791),(6.267203,-0.3262718),(7.202954,-0.03587037)
ol7_27-ol7_28|(6.911346,-0.05450314),(7.714902,0.2229581),(8.64882,1.210872)
ol7_29-ol7_4|(-5.640997,2.593649),(-4.661769,3.296277),(-3.387605,3.507842)
ol7_30-ol7_7|(-5.688318,-2.387722),(-4.78223,-3.02472),(-2.963859,-3.257365)
ol8_0-ol8_1|(-7.707647,0.1747241),(-5.950737,1.704485)
ol8_0-ol8_2|(-7.694949,0.2337045),(-5.18882,-0.01056966)
ol8_0-ol8_3|(-7.660721,0.2442539),(-7.074792,-0.5599468),(-6.109568,-1.475913)
ol8_1-ol8_4|(-6.134487,1.628932),(-4.437419,2.819882)
ol8_2-ol8_5|(-5.491236,0.006339341),(-4.440433,-0.2145227),(-3.550133,0.1655025)
ol8_3-ol8_6|(-6.256271,-1.32775),(-5.458137,-2.035177),(-4.379809,-2.298909)
ol8_4-ol8_7|(-4.63599,2.742631),(-3.677855,3.20091),(-2.629011,3.511437)
ol8_4-ol8_8|(-4.626358,2.802056),(-3.601175,2.290334),(-2.16893,1.868349)
ol8_5-ol8_31|(-3.842232,0.04773968),(-3.171098,0.419567),(-2.789781,0.838474)
ol8_31-ol8_8|(-2.895956,0.6785902),(-2.517167,1.327376),(-2.29741,1.954002)
ol8_31-ol8_9|(-2.853674,0.8060093),(-2.749604,-0.1951656),(-1.326675,-0.6013151)
ol8_6-ol8_10|(-4.652521,-2.189597),(-3.516187,-2.259588),(-2.747204,-2.224401)
ol8_6-ol8_11|(-4.537456,-2.189597),(-3.940083,-3.315098),(-2.577099,-3.752289)
ol8_7-ol8_12|(-2.810517,3.548167),(-1.775784,3.035241),(-0.5155215,2.452503)
ol8_8-ol8_12|(-2.460769,1.895893),(-1.411761,2.185853),(-0.4869707,2.538156)
ol8_9-ol8_13|(-1.550201,-0.5194868),(-1.018779,-0.689626),(0.1072949,-0.8549089)
ol8_9-ol8_14|(-1.502276,-0.5194868),(-1.028363,-1.628939),(-0.3240224,-2.666442)
ol8_9-ol8_30|(-1.647876,-0.6253777),(-0.3254617,0.1352787),(0.4662259,1.019421)
ol8_10-ol8_9|(-3.0071,-2.225593),(-1.651371,-1.52651),(-1.456253,-0.5449653)
ol8_10-ol8_14|(-2.98793,-2.187253),(-1.881415,-2.424483),(-0.2665135,-2.608933)
ol8_11-ol8_14|(-2.821424,-3.738503),(-1.689633,-3.284251),(-0.2665134,-2.570593)
ol8_12-ol8_15|(-0.7834048,2.525242),(0.3402312,3.004622),(1.632921,3.372424)
ol8_12-ol8_17|(-0.6396342,2.553996),(0.1197831,1.988644),(1.287871,1.378808)
ol8_13-ol8_19|(-0.1554549,-0.8264097),(1.188754,-0.5972013),(2.347087,-0.2316334)
ol8_13-ol8_21|(-0.07964081,-0.7901766),(0.923633,-1.561137),(2.004385,-2.200004)
ol8_14-ol8_21|(-0.4694191,-2.573708),(0.8096649,-2.391475),(2.053228,-2.15116)
ol8_14-ol8_22|(-0.4287162,-2.533005),(1.078304,-3.148549),(2.680053,-3.41409)
ol8_15-ol8_16|(1.507037,3.360062),(2.084799,3.190912),(2.892064,2.768452)
ol8_16-ol8_24|(2.76699,2.851846),(3.672975,2.290946),(4.490828,1.65673)
ol8_17-ol8_16|(1.095517,1.374804),(2.030173,2.131859),(2.848205,2.865449)
ol8_17-ol8_18|(1.136718,1.484672),(1.949168,0.9795184),(3.187929,0.5790977)
ol8_18-ol8_24|(2.942093,0.5808116),(3.760123,1.177757),(4.524648,1.748395)
ol8_19-ol8_18|(2.171185,-0.2873924),(3.090736,0.6676422)
ol8_19-ol8_20|(2.178068,-0.190555),(3.304964,-0.8695147),(4.591717,-1.068516)
ol8_20-ol8_27|(4.343466,-1.053458),(5.188841,-0.8589029),(6.008174,-0.7899449)
ol8_21-ol8_25|(1.781204,-2.154595),(2.810759,-2.332799),(3.943542,-2.668861)
ol8_22-ol8_25|(2.419359,-3.457375),(3.20243,-3.067281),(3.976104,-2.628159)
ol8_23-ol8_27|(5.737085,-2.801686),(6.004303,-1.884809),(5.95685,-0.7570126)
ol8_24-ol8_26|(4.341156,1.77263),(4.833094,1.237157),(5.508215,0.6809372)
ol8_25-ol8_20|(3.753585,-2.664802),(3.937992,-1.460453),(4.558021,-0.9945962)
ol8_25-ol8_23|(3.758794,-2.612369),(4.868989,-2.726437),(5.934238,-2.78162)
ol8_26-ol8_28|(5.311539,0.7777705),(6.401031,0.4430318),(7.223358,-0.08409482)
ol8_27-ol8_28|(5.789114,-0.8141478),(6.43942,-0.3178786),(7.238106,-0.05068707)
ol8_28-ol8_29|(6.907249,-0.08502303),(7.72104,0.196848),(8.736224,1.205285)
ol8_30-ol8_17|(0.3385015,0.8866479),(0.860081,1.183488),(1.312573,1.439266)
secta_0-secta_1|(-1.842811,0.8107636),(-0.8362521,0.2106566)
secta_1-secta_2|(-0.7782155,0.2784659),(0.1310822,-0.2594079),(1.297953,-0.00250107)
secta_1-secta_3|(-0.7782155,0.2784659),(0.1310822,-0.2594079),(0.02601373,-1.133308)
